timestamp_captura,temperature,summary,icon,cloud_cover,precip_total,precip_type,wind_speed,wind_angle,wind_dir
2026-03-22 15:28:30,20.4,Partly sunny,partly_sunny,83,0.0,none,4.6,129,SE
