date_no_time,temp_max,temp_min,temp_avg,precip_total_diaria
2026-03-22,16.5,13.4,14.59,0.0
2026-03-23,18.5,10.4,14.49,0.0
2026-03-24,17.4,13.8,15.22,0.2
2026-03-25,18.1,11.0,14.62,0.0
2026-03-26,19.6,11.3,15.05,0.0
2026-03-27,17.7,10.7,14.72,0.0
2026-03-28,19.6,9.8,15.3,0.0
