date_no_time,temp_max,temp_min,temp_avg,precip_total_diaria
2026-03-22,15.2,9.6,11.95,1.7999999999999998
2026-03-23,18.5,6.0,11.58,0.0
2026-03-24,17.6,8.5,12.22,0.0
2026-03-25,19.7,4.6,11.57,0.0
2026-03-26,21.0,6.0,13.03,0.0
2026-03-27,17.2,7.5,11.46,0.0
2026-03-28,17.2,6.4,11.78,0.0
