date_no_time,temp_max,temp_min,temp_avg,precip_total_diaria
2026-03-22,20.7,12.1,16.24,0.0
2026-03-23,23.1,10.8,16.65,0.0
2026-03-24,22.0,11.6,16.73,0.0
2026-03-25,22.8,10.4,16.2,0.0
2026-03-26,24.7,11.6,17.85,0.0
2026-03-27,21.7,9.7,16.02,0.0
2026-03-28,22.4,10.7,16.15,0.0
