date_no_time,temp_max,temp_min,temp_avg,precip_total_diaria
2026-03-22,17.1,9.5,12.71,0.0
2026-03-23,19.5,8.0,13.74,0.0
2026-03-24,19.1,9.0,13.84,0.0
2026-03-25,19.4,6.2,13.0,0.0
2026-03-26,20.4,8.8,14.27,0.0
2026-03-27,17.0,6.7,12.41,0.0
2026-03-28,16.5,6.8,12.07,0.0
