date_no_time,temp_max,temp_min,temp_avg,precip_total_diaria
2026-03-22,20.0,12.4,15.65,0.0
2026-03-23,22.5,8.9,15.38,0.0
2026-03-24,21.5,10.5,15.74,0.0
2026-03-25,21.9,7.8,14.88,0.0
2026-03-26,23.3,8.9,16.29,0.0
2026-03-27,21.0,7.9,15.01,0.0
2026-03-28,21.2,10.1,15.41,0.0
