date_no_time,temp_max,temp_min,temp_avg,precip_total_diaria
2026-03-22,16.8,12.7,14.32,0.0
2026-03-23,18.7,10.6,14.95,0.0
2026-03-24,19.4,13.3,15.84,0.0
2026-03-25,19.9,11.6,15.25,0.0
2026-03-26,20.7,13.9,17.21,0.0
2026-03-27,17.6,11.3,14.14,0.0
2026-03-28,18.5,10.7,14.23,0.0
